City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
Bangalore,08-10-2019,112.8,484.4,48.2,9.06,14.5,146.8,194,Poor
Bangalore,09-10-2019,197.8,596.6,81.5,7.89,83.9,172.1,471.6,Moderate
Bangalore,10-10-2019,85.7,197.1,36.5,4.3,64.9,73.4,138,Satisfactory
Bangalore,11-10-2019,444,138.8,91.2,0.59,79.7,38.3,330.9,Moderate
Bangalore,12-10-2019,385.6,491.3,90.1,0.28,87.1,182.6,284.2,Very Poor
Bangalore,13-10-2019,467.7,237.2,51.4,9.89,81.2,170,456.3,Poor
Bangalore,14-10-2019,292.2,17.4,120.8,1.99,14.8,148,467.1,Poor
Bangalore,15-10-2019,135.7,102.6,117.6,3.64,70.2,67.7,177.2,Good
Bangalore,16-10-2019,35.5,529.7,83.4,1.81,42.6,139.4,263.5,Poor
Bangalore,17-10-2019,206.8,556,51.3,2.84,53.4,59.1,446.1,Good
Bangalore,18-10-2019,332.8,189.4,45,3,40.7,150.3,133.8,Moderate
Bangalore,19-10-2019,298.1,118.2,130.8,2.17,8,106.3,358.9,Very Poor
Bangalore,20-10-2019,60.9,219.7,82.1,2.56,62.9,191,245.4,Very Poor
Bangalore,21-10-2019,126.6,431,8.7,6,90.7,189.1,206.2,Moderate
Bangalore,22-10-2019,10.5,541.9,96.2,2.47,75.8,116.5,279.8,Good
Bangalore,23-10-2019,282.4,246.6,135.1,7.2,44,99.6,416.3,Good
Bangalore,24-10-2019,398.5,19.9,113.7,9.05,40.1,155.8,33,Good
Bangalore,25-10-2019,7.1,28.4,69.9,7,45,34.7,109.8,Moderate
Bangalore,26-10-2019,350.8,517.5,112.4,7.92,25.2,69.4,154.3,Moderate
Bangalore,27-10-2019,140,11.4,115.6,6.4,70.8,11.6,415.4,Moderate
Bangalore,28-10-2019,159.7,210.2,12.4,4.76,59.5,117.5,464.5,Very Poor
Bangalore,29-10-2019,259.4,530.8,63.2,8.59,29.3,134,189.7,Severe
Bangalore,30-10-2019,451.6,360.7,49.9,4.98,11.5,110.9,296.3,Moderate
Bangalore,31-10-2019,359,227.6,112.6,8.89,14.6,103.6,381.8,Good
Bangalore,01-11-2019,111.4,479.2,39.5,0.87,96.3,30.2,449.9,Very Poor
Bangalore,02-11-2019,40.6,206.7,44.2,6.8,10.9,60.2,255,Severe
Bangalore,03-11-2019,435.2,226.4,99.3,9.61,51.6,12.4,333.6,Poor
Bangalore,04-11-2019,139.9,482.9,32.4,3.37,1.7,160.1,196.5,Poor
Bangalore,05-11-2019,240.7,187.4,113.7,9.47,87.9,174.2,312,Poor
Bangalore,06-11-2019,469.1,216.6,117.3,3.56,60,138.1,438.2,Very Poor
Bangalore,07-11-2019,334.4,530.7,113.9,0.54,1.4,196.3,355.8,Good
Bangalore,08-11-2019,459.4,239.9,40.6,6.87,58,113.8,477.3,Poor
Bangalore,09-11-2019,217.4,192.3,80.2,8.42,46.6,36.6,276.8,Satisfactory
Bangalore,10-11-2019,382.7,99.5,122.2,6.43,53.6,14.4,24.4,Poor
Bangalore,11-11-2019,389.4,341.4,138.6,0.35,69.9,7.5,34.6,Severe
Bangalore,12-11-2019,164.5,191.3,25.1,8.8,47.7,52.4,12.1,Severe
Bangalore,13-11-2019,95.4,520.2,17.1,8.65,24.9,157.9,210.5,Moderate
Bangalore,14-11-2019,45.4,471.4,16.1,1.82,45.9,24.2,301.4,Poor
Bangalore,15-11-2019,91.8,13.1,119.1,4.84,53.9,186.2,76.7,Poor
Bangalore,16-11-2019,140.8,257.2,91.1,0.49,56.6,83,406.8,Severe
Bangalore,17-11-2019,343.2,43.2,147.2,8.5,22.9,93.1,404.9,Severe
Bangalore,18-11-2019,354.8,206.2,124.9,8.51,44.2,165.8,109.1,Very Poor
Bangalore,19-11-2019,211,132.9,40.7,9.08,29.9,189.6,138.1,Poor
Bangalore,20-11-2019,405.9,596.3,85.8,2.14,24.5,139,43.5,Poor
Bangalore,21-11-2019,200.5,368,148.8,5.42,71,138.6,478.9,Severe
Bangalore,22-11-2019,341.1,230.9,85.9,1.36,20.8,39,465.9,Very Poor
Bangalore,23-11-2019,297.1,595.6,57.3,8.3,0.3,181.2,131.9,Good
Bangalore,24-11-2019,100.7,206.8,19.2,1.51,73,1.3,198.5,Severe
Bangalore,25-11-2019,99.1,583.4,47.7,3.15,57.7,37.7,204.9,Satisfactory
Bangalore,26-11-2019,207.7,229,17.8,8.82,71.6,90.4,364.2,Poor
Bangalore,27-11-2019,447.7,273.7,29,8.81,92.8,162.3,370.1,Very Poor
Bangalore,28-11-2019,207.3,277.5,126.2,7.59,18.5,65.7,124.9,Severe
Bangalore,29-11-2019,11.5,377.9,87.2,8.81,11.2,47.2,349.7,Very Poor
Bangalore,30-11-2019,277.7,314,103.7,7.43,13.4,23.5,463.9,Severe
Bangalore,01-12-2019,206.1,85.7,126.7,6.4,73.1,178.5,256.3,Moderate
Bangalore,02-12-2019,22.7,53.2,114.5,2.01,65.1,30.7,283.1,Good
Bangalore,03-12-2019,484.8,360.1,142,2.3,9.5,9,165.5,Poor
Bangalore,04-12-2019,78.2,572.9,6.5,0.19,38.2,100.7,120.5,Moderate
Bangalore,05-12-2019,20.4,149.6,89.1,7.36,33.3,77.4,199.5,Satisfactory
Bangalore,06-12-2019,352.1,128.6,35.1,0.23,20.2,154.2,174.9,Moderate
Bangalore,07-12-2019,137.2,55.9,140.9,4.37,79.8,31.5,317,Poor
Bangalore,08-12-2019,103.3,86.6,36.9,2.2,55.5,34.1,330.5,Satisfactory
Bangalore,09-12-2019,221.8,345.8,19.1,9.74,18.5,46.2,381.5,Moderate
Bangalore,10-12-2019,154.2,562.4,124.4,1.28,72.8,25.1,450.4,Moderate
Bangalore,11-12-2019,90.1,544.5,16.3,3.62,53.5,37.1,343.6,Severe
Bangalore,12-12-2019,4.7,62.1,2.6,9.38,18.9,166.8,358.1,Very Poor
Bangalore,13-12-2019,328.3,201.8,28.6,9.15,63.3,48.8,70.1,Good
Bangalore,14-12-2019,24.8,486.9,62.7,3.81,50.1,98,335.6,Good
Bangalore,15-12-2019,355.1,12.8,119.4,9.93,1.6,117.4,439.8,Poor
Bangalore,16-12-2019,381.2,511,14.7,1.52,23.9,99.3,10.3,Moderate
Bangalore,17-12-2019,62.8,139.4,109.7,9.78,63.5,52.9,186.7,Severe
Bangalore,18-12-2019,448.1,321.3,62.3,2.42,81.7,153.6,254.2,Good
Bangalore,19-12-2019,394.2,80.8,36.1,2.68,68.3,68.9,462.1,Very Poor
Bangalore,20-12-2019,90.8,78.2,90.2,6.1,57.2,187.7,370.8,Poor
Bangalore,21-12-2019,74,20.4,62.2,7.6,55.8,81.2,385.8,Good
Bangalore,22-12-2019,3.6,355.6,12.2,4.04,40.9,123.4,297.2,Moderate
Bangalore,23-12-2019,50.6,270.9,60.1,9.18,44.6,150.8,412.6,Poor
Bangalore,24-12-2019,47,110.1,21,0.32,7.2,32.2,260.9,Good
Bangalore,25-12-2019,265.2,236,29,7.75,71.6,151.4,187.9,Severe
Bangalore,26-12-2019,208.2,558.4,14.9,9.35,88.7,98.5,197.9,Good
Bangalore,27-12-2019,420.6,124.9,27.3,3.69,53,139.1,179.2,Severe
Bangalore,28-12-2019,227.5,209.9,73,1.8,0.4,175.6,161.1,Severe
Bangalore,29-12-2019,102.3,187.1,59.9,8.5,26.3,101,144.2,Very Poor
Bangalore,30-12-2019,250.1,385.4,29.4,4.81,32.3,65.7,288.5,Good
Bangalore,31-12-2019,57,463.2,15.9,9.5,62.9,34.3,123.6,Very Poor
Bangalore,01-01-2020,408.3,48.8,24.1,9.39,78.4,103.6,412.8,Poor
Bangalore,02-01-2020,270.4,80.1,138.6,0.82,94.9,33.7,428.4,Satisfactory
Bangalore,03-01-2020,174.5,25.7,102.9,3.81,93,2.8,223.8,Very Poor
Bangalore,04-01-2020,172.6,536.3,112.9,0.59,58.3,58.3,114.4,Poor
Bangalore,05-01-2020,134.8,84.2,135.8,0.45,14.2,113.6,91.4,Moderate
Bangalore,06-01-2020,116.4,292.1,141.5,8.3,64.9,191.2,413.1,Moderate
Bangalore,07-01-2020,91.9,203.4,12.5,4.43,10.5,180.1,160.9,Poor
Bangalore,08-01-2020,97.8,44.3,21.9,7.13,91.5,148.8,181.2,Very Poor
Bangalore,09-01-2020,301,126.6,128.5,4.98,11.8,17.8,1.3,Severe
Bangalore,10-01-2020,255.6,538.7,55.6,1.6,56,157.1,9.8,Poor
Bangalore,11-01-2020,421.2,532,96.3,7.2,37.9,25.2,362.8,Satisfactory
Bangalore,12-01-2020,259.2,460.5,24.6,0.46,52.3,116.6,374.3,Satisfactory
Bangalore,13-01-2020,24.2,403.6,129.1,6.51,10.9,43.6,130.8,Satisfactory
Bangalore,14-01-2020,164,571.7,40.1,9.28,89.8,43.5,106.9,Good
Bangalore,15-01-2020,160.1,174.5,141.6,0.69,34.8,37.1,376.3,Good
Bangalore,16-01-2020,449.6,297.8,142.2,2.75,10.3,128.7,331.2,Moderate
Bangalore,17-01-2020,285.8,575.5,32.1,5.44,65.3,188.3,197.8,Severe
Bangalore,18-01-2020,145.1,179.1,94.3,2.19,17.1,153.8,402.8,Severe
Bangalore,19-01-2020,166,63.6,123.9,0.02,3,135.5,32.7,Severe
Bangalore,20-01-2020,450.7,224.8,56.4,2.45,15.8,158.1,486.2,Moderate
Bangalore,21-01-2020,237.8,588.9,135.4,6.97,63.4,103.7,386,Moderate
Bangalore,22-01-2020,82.7,401.6,149.9,8.16,14.1,98.6,10.4,Moderate
Bangalore,23-01-2020,239.6,537.8,52.6,1.99,77.6,116,489.8,Moderate
Bangalore,24-01-2020,492.6,270.3,31.6,1,40.5,62.9,303.3,Severe
Bangalore,25-01-2020,462.9,339.5,77.2,7.98,51.7,179.6,447.7,Moderate
Bangalore,26-01-2020,483.3,513,123.9,0.72,42.1,129.8,244.8,Severe
Bangalore,27-01-2020,457,461.2,44.4,2.21,79.4,78.3,27.3,Moderate
Bangalore,28-01-2020,473.5,451,132.3,6.77,34.1,37.9,193.4,Very Poor
Bangalore,29-01-2020,21.3,357.6,86.1,9.59,76.2,16.1,366,Moderate
Bangalore,30-01-2020,67.6,155.3,93.3,6.77,65.4,44,360.7,Good
Bangalore,31-01-2020,6.8,501.1,21.1,1,0.7,137,121.8,Good
Bangalore,01-02-2020,212,137.6,58.4,7.62,49.8,64.7,398.3,Good
Bangalore,02-02-2020,495.2,455.1,63.9,6.39,64.5,31.1,122.5,Severe
Bangalore,03-02-2020,120.3,69.8,86.7,7.86,62.8,32.7,283.9,Good
Bangalore,04-02-2020,302.4,306.3,74.3,7.45,61.3,119.1,172.1,Poor
Bangalore,05-02-2020,419.3,363.3,6.4,1.36,32,141.9,350.1,Moderate
Bangalore,06-02-2020,109.7,278.8,8.2,8.2,89.6,45.4,419.9,Satisfactory
Bangalore,07-02-2020,73.5,367.7,129.3,7.35,2.9,61.6,464.3,Severe
Bangalore,08-02-2020,167.9,555.1,109.9,0.18,31.4,103.2,39.5,Severe
Bangalore,09-02-2020,60.4,59.1,37.3,1.91,21.4,149.4,89.5,Severe
Bangalore,10-02-2020,456.9,103.8,81.7,3.18,35.6,32.3,98.6,Good
Bangalore,11-02-2020,51.3,499.5,2.8,9.39,71.7,162.5,390.2,Moderate
Bangalore,12-02-2020,364.9,130.2,137.5,1.16,55.6,63.4,223.4,Very Poor
Bangalore,13-02-2020,196.3,110.3,125.5,9.75,17.9,162,141.9,Very Poor
Bangalore,14-02-2020,186.2,45.7,0.6,9.71,83,148,94.6,Severe
Bangalore,15-02-2020,134.6,352.6,132.8,4.49,96.3,61.2,311.2,Poor
Bangalore,16-02-2020,125.5,418.2,50.8,1.9,91.2,78.3,296.1,Good
Bangalore,17-02-2020,121.7,520.4,26.6,6.78,36.5,152.1,219.4,Severe
Bangalore,18-02-2020,430,187.6,81.3,5.83,16.5,66.5,259.7,Severe
Bangalore,19-02-2020,256.2,339.2,121,2.48,58.6,33.6,234.4,Satisfactory
Bangalore,20-02-2020,399.3,17.9,146.9,2.5,51.6,108,330.2,Poor
Bangalore,21-02-2020,213.5,31.3,79.5,1.93,13.8,174.3,94.9,Satisfactory
Bangalore,22-02-2020,373.4,249.8,98.5,9.42,85.8,65,199.3,Severe
Bangalore,23-02-2020,440.5,168.5,12.8,6.99,29,194.8,361,Very Poor
Bangalore,24-02-2020,408.6,446.2,96,7.63,67.8,11.2,430,Poor
Bangalore,25-02-2020,311.5,284.6,113.4,9.33,58.9,57.8,67.2,Satisfactory
Bangalore,26-02-2020,234.1,50.8,28.1,8.79,16.4,146,409.6,Moderate
Bangalore,27-02-2020,265.8,267.6,18.1,3.15,79.8,109.2,417.9,Satisfactory
Bangalore,28-02-2020,231.5,120.2,86.6,3.09,78,167.1,384.5,Good
Bangalore,29-02-2020,106.4,90.5,55.6,6.36,34.2,144.9,397.3,Very Poor
Bangalore,01-03-2020,43.1,484.7,88,5.71,47.3,67.9,37.9,Good
Bangalore,02-03-2020,324.7,56.6,91,6.22,78.6,72.9,245.6,Poor
Bangalore,03-03-2020,35.5,103,91.4,8.04,92.5,53.2,357,Poor
Bangalore,04-03-2020,230.2,454.5,107.6,3.38,69.5,62.8,484.3,Moderate
Bangalore,05-03-2020,56.3,514.4,125.4,5.15,60.3,20.3,169.1,Poor
Bangalore,06-03-2020,326.8,253.1,116.9,9.1,77.4,135.7,461.8,Very Poor
Bangalore,07-03-2020,301,592,110.7,1.36,61.7,139.2,37.3,Poor
Bangalore,08-03-2020,75,173.6,6.4,8.99,71.8,146.8,369.2,Poor
Bangalore,09-03-2020,250.9,238.3,78.2,0.69,45.4,46.6,46.1,Severe
Bangalore,10-03-2020,287.2,448.9,16.7,5.59,59.4,49.6,252.1,Very Poor
Bangalore,11-03-2020,445.2,519.8,68.7,1.04,70.5,149.4,46,Very Poor
Bangalore,12-03-2020,140.5,405.9,146.1,7.23,4.7,48.4,99.4,Severe
Bangalore,13-03-2020,452.9,240.4,103.1,6.85,10.1,182.6,98.4,Moderate
Bangalore,14-03-2020,21.2,202.1,118.7,5.1,93.4,1.5,75.9,Very Poor
Bangalore,15-03-2020,372,489.5,53.1,8.12,16.5,181.1,169.5,Very Poor
Bangalore,16-03-2020,8.6,128.5,131.3,2.56,100,143.6,211.2,Satisfactory
Bangalore,17-03-2020,144.1,215.6,132.2,4.48,18.5,31.4,254.1,Moderate
Bangalore,18-03-2020,264.8,455.6,54.1,10,46.1,127.8,400.2,Poor
Bangalore,19-03-2020,183.5,399.2,104.5,6.66,52.5,141.1,226.9,Satisfactory
Bangalore,20-03-2020,63.4,408.4,33.5,4.99,92.5,172.2,396.5,Poor
Bangalore,21-03-2020,418.4,180.3,76.3,8.43,93.9,58.3,466,Moderate
Bangalore,22-03-2020,125.7,77.2,129.1,0.73,19,36.5,31.8,Very Poor
Bangalore,23-03-2020,356.6,313.6,110.1,4.33,83,62,449.8,Good
Bangalore,24-03-2020,455.1,14.3,55.7,6.27,29.3,129.5,465.3,Moderate
Bangalore,25-03-2020,410.5,525.3,50.8,4.12,78.1,155.4,321.4,Moderate
Bangalore,26-03-2020,434.7,291.1,128.6,4.41,16.5,152.8,219.4,Moderate
Bangalore,27-03-2020,2.6,295.6,42.8,5.96,7.7,30.9,226.4,Severe
Bangalore,28-03-2020,246.2,286,20.4,8.23,6.9,60.3,181.5,Very Poor
Bangalore,29-03-2020,286.7,278.1,130.3,5.84,11.7,93.2,331.7,Severe
Bangalore,30-03-2020,283.6,346.8,137.9,3.33,98.8,1.8,238,Severe
Bangalore,31-03-2020,113.3,231.8,140.6,5.67,26.9,62,335.8,Moderate
Bangalore,01-04-2020,400.7,113.4,134.9,6.47,84.9,8.8,318.8,Poor
Bangalore,02-04-2020,412.6,499.8,11.2,4.65,27.5,185.1,250.5,Moderate
Bangalore,03-04-2020,74.3,324.6,140.1,1.38,8.7,129.6,464.5,Severe
Bangalore,04-04-2020,356.3,267,82.2,0.34,19.2,48.8,356.2,Very Poor
Bangalore,05-04-2020,442.5,299.8,26.8,8.13,37.6,4,153.6,Very Poor
Bangalore,06-04-2020,220.6,87.7,79.8,2.87,9.3,32,499.1,Satisfactory
Bangalore,07-04-2020,38.6,37.3,92,3.82,57.3,39.8,76.3,Moderate
Bangalore,08-04-2020,492,475.4,143.5,3.85,5.5,125.4,221.7,Moderate
Bangalore,09-04-2020,437.4,170.1,149.6,2.23,52.4,170.1,191.3,Very Poor
Bangalore,10-04-2020,381.1,461.5,102.5,3.28,4.8,161.4,239.7,Poor
Bangalore,11-04-2020,160.7,468.8,116.8,2.43,66.2,146.3,284.8,Good
Bangalore,12-04-2020,384.2,524.1,96.8,9.81,67.3,152.5,136.5,Good
Bangalore,13-04-2020,251.2,353.5,79.9,8.69,63.7,180.2,292.6,Good
Bangalore,14-04-2020,38.4,379.9,124.5,4.26,65.3,51,477,Good
Bangalore,15-04-2020,262.5,26.8,118.6,7.35,64.5,74.1,271.1,Very Poor
Bangalore,16-04-2020,220,9.7,27.5,1.32,34.9,161.3,115.3,Satisfactory
Bangalore,17-04-2020,450.5,359.8,129.3,9.86,97.7,154.7,389.3,Very Poor
Bangalore,18-04-2020,118.4,264,147.8,0.85,46.1,101.3,171.9,Severe
Bangalore,19-04-2020,98.9,340.1,66.5,1.46,71.8,186.1,254.5,Severe
Bangalore,20-04-2020,58.9,387,67.7,3.17,31.7,154.7,182.5,Satisfactory
Bangalore,21-04-2020,97.1,581.9,95.7,2.38,75.1,93.1,358.9,Very Poor
Bangalore,22-04-2020,382.5,75.9,25.4,7.46,47.5,178.1,107.7,Severe
Bangalore,23-04-2020,223.1,515,41.3,0.14,71.1,38.1,18.9,Poor
Bangalore,24-04-2020,88.1,17.1,38.7,1.56,34.2,5.4,470.8,Poor
Bangalore,25-04-2020,434.5,34.7,149.5,0.87,30,178,154.5,Severe
Bangalore,26-04-2020,398.6,204.4,91.8,0.48,11.4,45.8,470.5,Poor
Bangalore,27-04-2020,354.5,535.7,54.2,4.12,50.1,24.1,223.5,Satisfactory
Bangalore,28-04-2020,304,196.4,95.2,4.52,73.4,174.1,253.1,Moderate
Bangalore,29-04-2020,34.2,394.9,104.5,4.35,33.6,142.5,317.9,Satisfactory
Bangalore,30-04-2020,146.3,595.2,139,7.54,80.2,14.4,353.5,Very Poor
Bangalore,01-05-2020,484,465.6,39.5,3.77,73.6,36.8,39.6,Very Poor
Bangalore,02-05-2020,164.8,78.1,139.9,2.19,6.8,21.5,73.2,Satisfactory
Bangalore,03-05-2020,447.2,78.2,99.8,5.44,62.7,23.9,322.5,Very Poor
Bangalore,04-05-2020,213.6,156.3,29.1,6.89,57.7,198.7,33.6,Moderate
Bangalore,05-05-2020,326.4,70.5,124.7,4.03,54.8,123.4,459.7,Very Poor
Bangalore,06-05-2020,102.4,350.3,47,5.18,23.9,55.9,481.9,Satisfactory
Bangalore,07-05-2020,377.6,513.9,52.9,4.04,3.6,183,391.6,Poor
Bangalore,08-05-2020,258.7,169.1,46.3,2.21,81.2,34.5,390.9,Very Poor
Bangalore,09-05-2020,483.5,7.7,73,7.31,36.5,6.1,308.5,Poor
Bangalore,10-05-2020,96.2,488.6,110.8,7.32,66.8,151.9,215,Poor
Bangalore,11-05-2020,296.2,71.1,85.6,3.79,89.6,42.8,146.4,Very Poor
Bangalore,12-05-2020,144.9,121.6,18.4,7.39,56.5,135.7,474.9,Moderate
Bangalore,13-05-2020,191.2,413.8,35.9,0.39,44.6,59,312.6,Poor
Bangalore,14-05-2020,302.7,315.7,114.4,9.8,2.8,129,11.3,Good
Bangalore,15-05-2020,96.1,360.4,38.4,9.26,82,10.6,396.5,Moderate
Bangalore,16-05-2020,474.8,284.4,30.3,0.81,92.3,55.7,385.4,Very Poor
Bangalore,17-05-2020,328.8,220,16.3,5.91,82.9,153,414.4,Satisfactory
Bangalore,18-05-2020,365.9,196.9,106.1,3.94,82.1,144.7,162.9,Poor
Bangalore,19-05-2020,128.8,27.8,90.3,1.3,93.3,48.1,125.6,Satisfactory
Bangalore,20-05-2020,37.3,188.5,149.5,4.67,14.1,143.6,267.1,Poor
Bangalore,21-05-2020,281.5,403,13.2,1.16,9.8,37,151.6,Severe
Bangalore,22-05-2020,170.4,335.4,87.3,5.19,66.6,51.2,42.8,Poor
Bangalore,23-05-2020,437.9,407.9,88.2,8.16,97.9,152.1,381.7,Poor
Bangalore,24-05-2020,252.2,514.9,31.8,0.61,97.1,131.8,191.7,Moderate
Bangalore,25-05-2020,337.5,85.3,16.7,4.86,44.5,132.5,136.4,Good
Bangalore,26-05-2020,464.2,37.6,33.4,1.59,53.3,109.9,481.9,Satisfactory
Bangalore,27-05-2020,123.5,48.1,110.1,9.19,8.8,22,123.7,Severe
Bangalore,28-05-2020,11.1,405.5,79.2,7.82,32.6,91.2,333.3,Poor
Bangalore,29-05-2020,322.9,77.4,136.4,3.99,2.1,49.8,9.3,Satisfactory
Bangalore,30-05-2020,273.8,352.1,130,0.74,85.8,36.7,193.5,Very Poor
Bangalore,31-05-2020,49.9,218.6,117,6.53,35.7,52.7,95.6,Good
Bangalore,01-06-2020,350.1,483.6,52.4,9.2,58.5,163.2,412.8,Very Poor
Bangalore,02-06-2020,130.3,192.6,99.8,4.88,13.6,14.5,263.5,Severe
Bangalore,03-06-2020,315.7,151.6,114.5,5.63,54,76.5,19.7,Poor
Bangalore,04-06-2020,94.5,560,81.7,9.19,91.4,45.1,328.4,Very Poor
Bangalore,05-06-2020,462.7,554.4,16.3,5.57,10.1,75.3,98.9,Moderate
Bangalore,06-06-2020,92,222.5,117.5,7.35,94.3,38.5,489.8,Moderate
Bangalore,07-06-2020,271.9,45.8,15,0.13,39.1,136,339.9,Moderate
Bangalore,08-06-2020,39.4,102,92,1.78,34.9,53.9,442.2,Severe
Bangalore,09-06-2020,247.9,249.2,1.3,1.94,91.1,126.8,38.5,Good
Bangalore,10-06-2020,286.4,421,5,5.7,78,22.6,31.4,Moderate
Bangalore,11-06-2020,376.1,541.5,108.3,1.98,24.3,198.5,415.8,Moderate
Bangalore,12-06-2020,414.3,311,38.9,0.94,66.1,141.4,197.4,Good
Bangalore,13-06-2020,176.8,427.9,45.4,5.26,95,168.2,363,Very Poor
Bangalore,14-06-2020,53.4,119.3,47.8,1.66,38.8,110.9,263.6,Poor
Bangalore,15-06-2020,403.9,458.8,113.6,1.96,42.8,147.9,208.2,Poor
Bangalore,16-06-2020,165.7,325.2,6.2,2.28,54.3,36,159.8,Severe
Bangalore,17-06-2020,377.5,453,105.7,5.88,19.4,117.3,145.7,Poor
Bangalore,18-06-2020,38.1,321.3,107.8,8.57,19.3,40.2,372.2,Poor
Bangalore,19-06-2020,208.2,294.8,78.8,5.09,4.6,94.3,213.4,Poor
Bangalore,20-06-2020,457.4,338.1,19.3,5.28,99.7,118.2,281.5,Very Poor
Bangalore,21-06-2020,99.4,421.6,33.9,5.58,53.6,20.5,376.3,Poor
Bangalore,22-06-2020,248.5,362.6,4.9,3.81,76.5,187.1,109.1,Satisfactory
Bangalore,23-06-2020,366.9,371.1,108.2,2.67,8,96.3,105.1,Severe
Bangalore,24-06-2020,278.2,581.7,10.6,2.73,79.7,48.1,358.3,Severe
Bangalore,25-06-2020,491.1,217.4,76.3,5.74,23.1,107.6,438.7,Poor
Bangalore,26-06-2020,339.7,498.2,99.5,2.29,83.3,155.4,166.6,Moderate
Bangalore,27-06-2020,387.1,479.7,104.8,2.75,24.8,71.3,105.3,Satisfactory
Bangalore,28-06-2020,257.5,585,86.2,0.96,36.3,48.8,209,Moderate
Bangalore,29-06-2020,360.1,542.3,35.4,1.24,2.7,33.6,311.1,Very Poor
Bangalore,30-06-2020,109.8,214.3,24,5.11,93.6,194.7,260.3,Very Poor
Bangalore,01-07-2020,462.3,110.9,36.6,3.63,24.4,142.6,336.7,Severe
Bangalore,02-07-2020,65.6,180.6,101.9,0.58,75.9,175.7,174.8,Poor
Bangalore,03-07-2020,381,209.7,54.3,0.88,46.8,111.4,276.6,Satisfactory
Bangalore,04-07-2020,242.2,452.4,16.1,5.88,48.1,168.3,162.5,Good
Bangalore,05-07-2020,62.6,359.8,62,1.82,17.8,74.7,169.8,Very Poor
Bangalore,06-07-2020,255.5,64,12.9,0.17,64.9,11.8,7.6,Severe
Bangalore,07-07-2020,464.9,187.6,72.7,4.22,64.9,34.7,451.8,Moderate
Bangalore,08-07-2020,62.9,482.9,57.6,5.19,38.2,90.5,167.3,Very Poor
Bangalore,09-07-2020,445.4,143.4,23.2,2.27,29.8,164.9,239.2,Moderate
Bangalore,10-07-2020,15.5,216.2,136.6,1.74,45.4,24.6,152.8,Poor
Bangalore,11-07-2020,457.8,358.3,135.1,4.65,59.7,176.8,394,Very Poor
Bangalore,12-07-2020,467.8,352.1,66.9,1.06,43,118.9,443,Satisfactory
Bangalore,13-07-2020,228.2,72.4,45.8,2.72,88.9,26.4,338.8,Severe
Bangalore,14-07-2020,481,300.6,79,5.46,17.7,18.9,46.3,Satisfactory
Bangalore,15-07-2020,499.3,467.2,90.4,4.51,57.8,15.9,147,Satisfactory
Bangalore,16-07-2020,19.4,125.5,98.6,8.5,99.2,29.4,110.9,Very Poor
Bangalore,17-07-2020,76,330.4,28,2.69,27.7,129.1,394.5,Severe
Bangalore,18-07-2020,185.3,267.3,124.5,4.7,95.1,23.7,165.1,Satisfactory
Bangalore,19-07-2020,236.8,292.7,126.8,1.32,28.8,192.8,135.1,Good
Bangalore,20-07-2020,195.5,35.3,46.9,8.92,29.9,138.5,33.9,Moderate
Bangalore,21-07-2020,105.3,413.2,145.5,2.28,4.2,141.2,35.6,Severe
Bangalore,22-07-2020,354.5,254.1,3.4,3.1,3.6,59,66.6,Poor
Bangalore,23-07-2020,423.1,109.5,129.6,5.07,90.6,68.2,262.7,Good
Bangalore,24-07-2020,253.5,219.2,39.3,3.53,16.8,122.6,146.6,Moderate
Bangalore,25-07-2020,215.2,224.7,8.3,9.17,71.9,128,30.7,Satisfactory
Bangalore,26-07-2020,3.7,464.5,45.9,0.74,2.4,121.5,63.6,Satisfactory
Bangalore,27-07-2020,455.7,556.7,93.2,8.69,21,113.1,459.3,Poor
Bangalore,28-07-2020,104.1,62.4,82.8,8.8,57.4,70,486.1,Severe
Bangalore,29-07-2020,239.7,122.9,31,5.17,84.9,94.4,448.1,Very Poor
Bangalore,30-07-2020,429.8,59,117,3.22,61.1,65.7,355.1,Very Poor
Bangalore,31-07-2020,70.7,127.5,131.1,8.26,51.7,144.1,460.4,Moderate
Bangalore,01-08-2020,169.8,117.2,0.9,8.1,6.6,180,249.9,Good
Bangalore,02-08-2020,471.3,30.3,139.3,0.01,86.1,35.4,189.1,Satisfactory
Bangalore,03-08-2020,47.1,490.9,65.1,8.87,4.1,170.6,224.7,Very Poor
Bangalore,04-08-2020,368.5,280.7,16.6,2.86,64.5,40.6,471.3,Poor
Bangalore,05-08-2020,226.1,349.6,51,2.74,47.6,101.7,415.5,Poor
Bangalore,06-08-2020,167.5,557.8,137.3,5.35,60.5,166,176,Moderate
Bangalore,07-08-2020,68.2,271,43.8,6.84,84.4,95.7,279.2,Poor
Bangalore,08-08-2020,212.9,138.4,86,8.31,57.8,16.6,90.2,Moderate
Bangalore,09-08-2020,180.9,176.8,84.3,0.04,78.4,64.2,92.9,Good
Bangalore,10-08-2020,356,327.3,11.4,5.05,21.5,191.2,144.3,Severe
Bangalore,11-08-2020,91.4,147.1,60.6,8.17,33.7,107.5,236.5,Poor
Bangalore,12-08-2020,78.8,501.3,6.1,3.14,84,161.8,105.7,Severe
Bangalore,13-08-2020,435.4,266.7,61.4,2.53,14.9,70.3,107.9,Poor
Bangalore,14-08-2020,428.6,593.4,35.7,5.77,85.9,16,438,Poor
